person_id,first_name,last_name,speech_id,theme_name,entailment_score,classification,speech_title,speech_link,speech_content_preview,group_code,country
28150,Kinga,Gál,7b97bcad9088bc190a4ef478b6d2765a,HumanRightsViolations,0.0381744764745235,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Kinga Gál,  a PfE képviselőcsoport nevében. – Tisztelt Elnök Asszony! Számos rossz döntése mellett",EPP,HUN
28150,Kinga,Gál,7b97bcad9088bc190a4ef478b6d2765a,AgainstReturnHubs,0.0322736054658889,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Kinga Gál,  a PfE képviselőcsoport nevében. – Tisztelt Elnök Asszony! Számos rossz döntése mellett",EPP,HUN
28150,Kinga,Gál,7b97bcad9088bc190a4ef478b6d2765a,CriticizesBorderFence,0.0482667051255703,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Kinga Gál,  a PfE képviselőcsoport nevében. – Tisztelt Elnök Asszony! Számos rossz döntése mellett",EPP,HUN
197820,Nicola,Procaccini,afcbd7907573095f97c47065c7835298,HumanRightsViolations,0.0114514250308275,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Nicola Procaccini,  a nome del gruppo ECR. – Signora Presidente, onorevoli colleghi, due messaggi ",ECR,ITA
197820,Nicola,Procaccini,afcbd7907573095f97c47065c7835298,AgainstReturnHubs,0.007291754707694,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Nicola Procaccini,  a nome del gruppo ECR. – Signora Presidente, onorevoli colleghi, due messaggi ",ECR,ITA
197820,Nicola,Procaccini,afcbd7907573095f97c47065c7835298,CriticizesBorderFence,0.0100863557308912,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Nicola Procaccini,  a nome del gruppo ECR. – Signora Presidente, onorevoli colleghi, due messaggi ",ECR,ITA
197820,Nicola,Procaccini,f47c8549e71345ffe978b7259f757270,HumanRightsViolations,0.0100885173305869,neutral,"Verbatim report of proceedings - 100 days of the new Commission – Delivering on defence, competitiveness, simplification and migration as our priorities (topical debate) - Wednesday, 12 March 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-03-12-ITM-010_EN.html,"  Nicola Procaccini (ECR).   – Signor Presidente, onorevoli colleghi, in questi primi 100 giorni del",ECR,ITA
197820,Nicola,Procaccini,f47c8549e71345ffe978b7259f757270,AgainstReturnHubs,0.0020064108539372,neutral,"Verbatim report of proceedings - 100 days of the new Commission – Delivering on defence, competitiveness, simplification and migration as our priorities (topical debate) - Wednesday, 12 March 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-03-12-ITM-010_EN.html,"  Nicola Procaccini (ECR).   – Signor Presidente, onorevoli colleghi, in questi primi 100 giorni del",ECR,ITA
197820,Nicola,Procaccini,f47c8549e71345ffe978b7259f757270,CriticizesBorderFence,0.0081831905990839,neutral,"Verbatim report of proceedings - 100 days of the new Commission – Delivering on defence, competitiveness, simplification and migration as our priorities (topical debate) - Wednesday, 12 March 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-03-12-ITM-010_EN.html,"  Nicola Procaccini (ECR).   – Signor Presidente, onorevoli colleghi, in questi primi 100 giorni del",ECR,ITA
135511,Valérie,Hayer,0ef76fd8484ca73f2d79eebd5c0afd22,HumanRightsViolations,0.0835453644394874,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Valérie Hayer,  au nom du groupe Renew. – Madame la Présidente, Madame la Commissaire, chers collè",RENEW,FRA
135511,Valérie,Hayer,0ef76fd8484ca73f2d79eebd5c0afd22,AgainstReturnHubs,0.0093314414843916,opposes,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Valérie Hayer,  au nom du groupe Renew. – Madame la Présidente, Madame la Commissaire, chers collè",RENEW,FRA
135511,Valérie,Hayer,0ef76fd8484ca73f2d79eebd5c0afd22,CriticizesBorderFence,0.0373551435768604,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Valérie Hayer,  au nom du groupe Renew. – Madame la Présidente, Madame la Commissaire, chers collè",RENEW,FRA
197772,Tineke,Strik,bf50453caf93dfc6ebb8d0308f7decb7,HumanRightsViolations,0.0087447213008999,opposes,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Tineke Strik,  on behalf of the Verts/ALE Group. – Madam President, dear Commissioner, return poli",GREEN_EFA,NLD
197772,Tineke,Strik,bf50453caf93dfc6ebb8d0308f7decb7,AgainstReturnHubs,0.0092816986143589,opposes,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Tineke Strik,  on behalf of the Verts/ALE Group. – Madam President, dear Commissioner, return poli",GREEN_EFA,NLD
197772,Tineke,Strik,bf50453caf93dfc6ebb8d0308f7decb7,CriticizesBorderFence,0.0196168757975101,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Tineke Strik,  on behalf of the Verts/ALE Group. – Madam President, dear Commissioner, return poli",GREEN_EFA,NLD
197772,Tineke,Strik,c9816e0436742af147b2b69c527c6b75,HumanRightsViolations,0.0159100349992513,opposes,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Tineke Strik (Verts/ALE).   – Madam President, the horrific attack in Solingen reminds us that we ",GREEN_EFA,NLD
197772,Tineke,Strik,c9816e0436742af147b2b69c527c6b75,AgainstReturnHubs,0.0027383505366742,neutral,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Tineke Strik (Verts/ALE).   – Madam President, the horrific attack in Solingen reminds us that we ",GREEN_EFA,NLD
197772,Tineke,Strik,c9816e0436742af147b2b69c527c6b75,CriticizesBorderFence,0.014610756188631,neutral,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Tineke Strik (Verts/ALE).   – Madam President, the horrific attack in Solingen reminds us that we ",GREEN_EFA,NLD
257012,Estrella,Galán,3799a256e813e09c6feaedef272bfaf2,HumanRightsViolations,0.4973417222499847,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Estrella Galán,  en nombre del Grupo The Left. – Señora presidenta, señora comisaria, la palabra m",GUE_NGL,ESP
257012,Estrella,Galán,3799a256e813e09c6feaedef272bfaf2,AgainstReturnHubs,0.8672366738319397,supports,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Estrella Galán,  en nombre del Grupo The Left. – Señora presidenta, señora comisaria, la palabra m",GUE_NGL,ESP
257012,Estrella,Galán,3799a256e813e09c6feaedef272bfaf2,CriticizesBorderFence,0.1155510991811752,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Estrella Galán,  en nombre del Grupo The Left. – Señora presidenta, señora comisaria, la palabra m",GUE_NGL,ESP
256924,Sarah,Knafo,e7adb15c9e854da41f083bd1d50dd00d,HumanRightsViolations,0.1257619261741638,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Sarah Knafo,  au nom du groupe ESN. – Madame la Présidente, chers collègues, on traverse Bruxelles",ESN,FRA
256924,Sarah,Knafo,e7adb15c9e854da41f083bd1d50dd00d,AgainstReturnHubs,0.044350728392601,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Sarah Knafo,  au nom du groupe ESN. – Madame la Présidente, chers collègues, on traverse Bruxelles",ESN,FRA
256924,Sarah,Knafo,e7adb15c9e854da41f083bd1d50dd00d,CriticizesBorderFence,0.0183176957070827,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Sarah Knafo,  au nom du groupe ESN. – Madame la Présidente, chers collègues, on traverse Bruxelles",ESN,FRA
95074,Jeroen,Lenaers,6929fe20e56dd91f31bd2d0c0179bd9a,HumanRightsViolations,0.0013268345501273,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Jeroen Lenaers (PPE).   – Madam President, I am confused. I listened to the Commissioner from our ",EPP,NLD
95074,Jeroen,Lenaers,6929fe20e56dd91f31bd2d0c0179bd9a,AgainstReturnHubs,0.000293718650937,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Jeroen Lenaers (PPE).   – Madam President, I am confused. I listened to the Commissioner from our ",EPP,NLD
95074,Jeroen,Lenaers,6929fe20e56dd91f31bd2d0c0179bd9a,CriticizesBorderFence,0.0021260706707835,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Jeroen Lenaers (PPE).   – Madam President, I am confused. I listened to the Commissioner from our ",EPP,NLD
95074,Jeroen,Lenaers,3fa6865761839120126335da5fa966fd,HumanRightsViolations,0.0286848060786724,neutral,"Verbatim report of proceedings - After 10 years, time to end mass migration now - protect our women and children (topical debate) - Wednesday, 10 September 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-09-10-ITM-008_EN.html,"  Jeroen Lenaers (PPE).   – Voorzitter, op 19 augustus in Nederland werd Lisa, 17 jaar oud, op gruwe",EPP,NLD
95074,Jeroen,Lenaers,3fa6865761839120126335da5fa966fd,AgainstReturnHubs,0.0463506281375885,neutral,"Verbatim report of proceedings - After 10 years, time to end mass migration now - protect our women and children (topical debate) - Wednesday, 10 September 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-09-10-ITM-008_EN.html,"  Jeroen Lenaers (PPE).   – Voorzitter, op 19 augustus in Nederland werd Lisa, 17 jaar oud, op gruwe",EPP,NLD
95074,Jeroen,Lenaers,3fa6865761839120126335da5fa966fd,CriticizesBorderFence,0.0142098711803555,neutral,"Verbatim report of proceedings - After 10 years, time to end mass migration now - protect our women and children (topical debate) - Wednesday, 10 September 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-09-10-ITM-008_EN.html,"  Jeroen Lenaers (PPE).   – Voorzitter, op 19 augustus in Nederland werd Lisa, 17 jaar oud, op gruwe",EPP,NLD
95074,Jeroen,Lenaers,e1c3ff143a6689573b34f534a85e0d50,HumanRightsViolations,0.0388304851949214,neutral,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Jeroen Lenaers (PPE).   – Voorzitter, er wordt van ons verwacht dat we grip krijgen op migratie. E",EPP,NLD
95074,Jeroen,Lenaers,e1c3ff143a6689573b34f534a85e0d50,AgainstReturnHubs,0.071586325764656,neutral,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Jeroen Lenaers (PPE).   – Voorzitter, er wordt van ons verwacht dat we grip krijgen op migratie. E",EPP,NLD
95074,Jeroen,Lenaers,e1c3ff143a6689573b34f534a85e0d50,CriticizesBorderFence,0.0241075567901134,neutral,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Jeroen Lenaers (PPE).   – Voorzitter, er wordt van ons verwacht dat we grip krijgen op migratie. E",EPP,NLD
95074,Jeroen,Lenaers,22be325e977866e1e5a6268628dfe60d,HumanRightsViolations,0.001698151230812,neutral,"Verbatim report of proceedings - 100 days of the new Commission – Delivering on defence, competitiveness, simplification and migration as our priorities (topical debate) - Wednesday, 12 March 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-03-12-ITM-010_EN.html,"  Jeroen Lenaers,  author. – Madam President, dear Commissioner, dear Minister, yesterday marked the",EPP,NLD
95074,Jeroen,Lenaers,22be325e977866e1e5a6268628dfe60d,AgainstReturnHubs,0.0001315913686994,neutral,"Verbatim report of proceedings - 100 days of the new Commission – Delivering on defence, competitiveness, simplification and migration as our priorities (topical debate) - Wednesday, 12 March 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-03-12-ITM-010_EN.html,"  Jeroen Lenaers,  author. – Madam President, dear Commissioner, dear Minister, yesterday marked the",EPP,NLD
95074,Jeroen,Lenaers,22be325e977866e1e5a6268628dfe60d,CriticizesBorderFence,0.0023965996224433,neutral,"Verbatim report of proceedings - 100 days of the new Commission – Delivering on defence, competitiveness, simplification and migration as our priorities (topical debate) - Wednesday, 12 March 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-03-12-ITM-010_EN.html,"  Jeroen Lenaers,  author. – Madam President, dear Commissioner, dear Minister, yesterday marked the",EPP,NLD
192254,Marieke,Ehlers,f5830734c08c4fb04b2e53f5d0e1fd23,HumanRightsViolations,0.0226472653448581,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Marieke Ehlers (PfE).   – Voorzitter, commissaris, het migratiebeleid van de Europese Unie heeft t",PFE,NLD
192254,Marieke,Ehlers,f5830734c08c4fb04b2e53f5d0e1fd23,AgainstReturnHubs,0.0157852508127689,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Marieke Ehlers (PfE).   – Voorzitter, commissaris, het migratiebeleid van de Europese Unie heeft t",PFE,NLD
192254,Marieke,Ehlers,f5830734c08c4fb04b2e53f5d0e1fd23,CriticizesBorderFence,0.0170118790119886,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Marieke Ehlers (PfE).   – Voorzitter, commissaris, het migratiebeleid van de Europese Unie heeft t",PFE,NLD
192254,Marieke,Ehlers,9601ccabb9ad2dd5f42bd38d484925fd,HumanRightsViolations,0.1616518348455429,neutral,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Marieke Ehlers (PfE).   – Voorzitter, eerst Mannheim, nu Solingen. Negen jaar geleden zei Angela M",PFE,NLD
192254,Marieke,Ehlers,9601ccabb9ad2dd5f42bd38d484925fd,AgainstReturnHubs,0.0419140383601188,opposes,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Marieke Ehlers (PfE).   – Voorzitter, eerst Mannheim, nu Solingen. Negen jaar geleden zei Angela M",PFE,NLD
192254,Marieke,Ehlers,9601ccabb9ad2dd5f42bd38d484925fd,CriticizesBorderFence,0.0190184842795133,neutral,"Verbatim report of proceedings - Need to prevent security threats like the Solingen attack through addressing illegal migration and effective return (debate) - Monday, 16 September 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-09-16-ITM-015_EN.html,"  Marieke Ehlers (PfE).   – Voorzitter, eerst Mannheim, nu Solingen. Negen jaar geleden zei Angela M",PFE,NLD
124877,Jadwiga,Wiśniewska,760d4221bf58ca854c212fbbabcff2ee,HumanRightsViolations,0.0769198462367057,opposes,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,  Jadwiga Wiśniewska (ECR).   – Pani Przewodnicząca! Pani komisarz! Unijna polityka migracyjna kreow,ECR,POL
124877,Jadwiga,Wiśniewska,760d4221bf58ca854c212fbbabcff2ee,AgainstReturnHubs,0.0341122224926948,opposes,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,  Jadwiga Wiśniewska (ECR).   – Pani Przewodnicząca! Pani komisarz! Unijna polityka migracyjna kreow,ECR,POL
124877,Jadwiga,Wiśniewska,760d4221bf58ca854c212fbbabcff2ee,CriticizesBorderFence,0.0460693016648292,opposes,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,  Jadwiga Wiśniewska (ECR).   – Pani Przewodnicząca! Pani komisarz! Unijna polityka migracyjna kreow,ECR,POL
124877,Jadwiga,Wiśniewska,400f567ad4b57dd9d2a73ad1179b8989,HumanRightsViolations,0.0945928990840911,neutral,"Verbatim report of proceedings - After 10 years, time to end mass migration now - protect our women and children (topical debate) - Wednesday, 10 September 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-09-10-ITM-008_EN.html,  Jadwiga Wiśniewska (ECR).   – Panie Przewodniczący! Kryzys migracyjny wywołany przez Merkel niszcz,ECR,POL
124877,Jadwiga,Wiśniewska,400f567ad4b57dd9d2a73ad1179b8989,AgainstReturnHubs,0.0656946003437042,opposes,"Verbatim report of proceedings - After 10 years, time to end mass migration now - protect our women and children (topical debate) - Wednesday, 10 September 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-09-10-ITM-008_EN.html,  Jadwiga Wiśniewska (ECR).   – Panie Przewodniczący! Kryzys migracyjny wywołany przez Merkel niszcz,ECR,POL
124877,Jadwiga,Wiśniewska,400f567ad4b57dd9d2a73ad1179b8989,CriticizesBorderFence,0.0543008930981159,neutral,"Verbatim report of proceedings - After 10 years, time to end mass migration now - protect our women and children (topical debate) - Wednesday, 10 September 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-09-10-ITM-008_EN.html,  Jadwiga Wiśniewska (ECR).   – Panie Przewodniczący! Kryzys migracyjny wywołany przez Merkel niszcz,ECR,POL
197781,Malik,Azmani,c82974121371bc1912fdc59b0add1ccf,HumanRightsViolations,0.0078081269748508,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Malik Azmani (Renew).   – Voorzitter, allereerst moet mij van het hart dat de Raad bij dit belangr",RENEW,NLD
197781,Malik,Azmani,c82974121371bc1912fdc59b0add1ccf,AgainstReturnHubs,0.0173682179301977,opposes,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Malik Azmani (Renew).   – Voorzitter, allereerst moet mij van het hart dat de Raad bij dit belangr",RENEW,NLD
197781,Malik,Azmani,c82974121371bc1912fdc59b0add1ccf,CriticizesBorderFence,0.0031418346334248,neutral,"Verbatim report of proceedings - Managing migration in an effective and holistic way through fostering returns (debate) - Wednesday, 23 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-23-ITM-002_EN.html,"  Malik Azmani (Renew).   – Voorzitter, allereerst moet mij van het hart dat de Raad bij dit belangr",RENEW,NLD
