person_id,first_name,last_name,theme_name,classification,group_code,country
95074,Jeroen,Lenaers,AntiIllegalMigration,neutral,EPP,NLD
95074,Jeroen,Lenaers,AntiIllegalMigration,neutral,EPP,NLD
192254,Marieke,Ehlers,BorderSecurity,neutral,PFE,NLD
192254,Marieke,Ehlers,AntiIllegalMigration,opposes,PFE,NLD
124877,Jadwiga,Wiśniewska,BorderSecurity,neutral,ECR,POL
124877,Jadwiga,Wiśniewska,BorderSecurity,neutral,ECR,POL
124877,Jadwiga,Wiśniewska,AntiIllegalMigration,neutral,ECR,POL
124877,Jadwiga,Wiśniewska,AntiIllegalMigration,neutral,ECR,POL
197781,Malik,Azmani,BorderSecurity,neutral,RENEW,NLD
197781,Malik,Azmani,BorderSecurity,neutral,RENEW,NLD
197781,Malik,Azmani,AntiIllegalMigration,neutral,RENEW,NLD
197781,Malik,Azmani,AntiIllegalMigration,neutral,RENEW,NLD
256957,Mary,Khan,BorderSecurity,neutral,ESN,DEU
256957,Mary,Khan,AntiIllegalMigration,neutral,ESN,DEU
257007,Erik,Kaliňák,BorderSecurity,neutral,NI,SVK
257007,Erik,Kaliňák,AntiIllegalMigration,neutral,NI,SVK
99945,Lena,Düpont,BorderSecurity,neutral,EPP,DEU
99945,Lena,Düpont,BorderSecurity,neutral,EPP,DEU
99945,Lena,Düpont,AntiIllegalMigration,opposes,EPP,DEU
99945,Lena,Düpont,AntiIllegalMigration,opposes,EPP,DEU
257101,Cecilia,Strada,BorderSecurity,neutral,SD,ITA
257101,Cecilia,Strada,AntiIllegalMigration,neutral,SD,ITA
197469,Assita,Kanko,BorderSecurity,opposes,ECR,BEL
197469,Assita,Kanko,BorderSecurity,opposes,ECR,BEL
197469,Assita,Kanko,AntiIllegalMigration,neutral,ECR,BEL
197469,Assita,Kanko,AntiIllegalMigration,neutral,ECR,BEL
22858,Fabienne,Keller,BorderSecurity,opposes,RENEW,FRA
22858,Fabienne,Keller,BorderSecurity,opposes,RENEW,FRA
22858,Fabienne,Keller,AntiIllegalMigration,opposes,RENEW,FRA
22858,Fabienne,Keller,AntiIllegalMigration,opposes,RENEW,FRA
197462,Erik,Marquardt,BorderSecurity,neutral,GREEN_EFA,DEU
197462,Erik,Marquardt,BorderSecurity,neutral,GREEN_EFA,DEU
197462,Erik,Marquardt,AntiIllegalMigration,neutral,GREEN_EFA,DEU
197462,Erik,Marquardt,AntiIllegalMigration,neutral,GREEN_EFA,DEU
23868,Monika,Beňová,BorderSecurity,neutral,SD,SVK
23868,Monika,Beňová,BorderSecurity,neutral,NI,SVK
23868,Monika,Beňová,BorderSecurity,neutral,NI,SVK
23868,Monika,Beňová,AntiIllegalMigration,neutral,SD,SVK
23868,Monika,Beňová,AntiIllegalMigration,neutral,NI,SVK
23868,Monika,Beňová,AntiIllegalMigration,neutral,NI,SVK
197711,Dolors,Montserrat,BorderSecurity,neutral,EPP,ESP
197711,Dolors,Montserrat,BorderSecurity,neutral,EPP,ESP
197711,Dolors,Montserrat,BorderSecurity,neutral,EPP,ESP
197711,Dolors,Montserrat,AntiIllegalMigration,neutral,EPP,ESP
197711,Dolors,Montserrat,AntiIllegalMigration,neutral,EPP,ESP
197711,Dolors,Montserrat,AntiIllegalMigration,neutral,EPP,ESP
233862,Matjaž,Nemec,BorderSecurity,neutral,SD,SVN
233862,Matjaž,Nemec,BorderSecurity,neutral,SD,SVN
233862,Matjaž,Nemec,AntiIllegalMigration,neutral,SD,SVN
233862,Matjaž,Nemec,AntiIllegalMigration,neutral,SD,SVN
101039,Paolo,Borchia,BorderSecurity,neutral,ID,ITA
101039,Paolo,Borchia,BorderSecurity,neutral,PFE,ITA
101039,Paolo,Borchia,AntiIllegalMigration,neutral,ID,ITA
101039,Paolo,Borchia,AntiIllegalMigration,neutral,PFE,ITA
123562,Charlie,Weimers,BorderSecurity,supports,ECR,SWE
123562,Charlie,Weimers,BorderSecurity,supports,ECR,SWE
123562,Charlie,Weimers,BorderSecurity,supports,ECR,SWE
123562,Charlie,Weimers,AntiIllegalMigration,supports,ECR,SWE
123562,Charlie,Weimers,AntiIllegalMigration,supports,ECR,SWE
123562,Charlie,Weimers,AntiIllegalMigration,supports,ECR,SWE
124802,Siegfried,Mureşan,BorderSecurity,neutral,EPP,ROU
124802,Siegfried,Mureşan,BorderSecurity,neutral,EPP,ROU
124802,Siegfried,Mureşan,AntiIllegalMigration,neutral,EPP,ROU
124802,Siegfried,Mureşan,AntiIllegalMigration,neutral,EPP,ROU
197842,Elena,Yoncheva,BorderSecurity,neutral,SD,BGR
197842,Elena,Yoncheva,BorderSecurity,neutral,NI,BGR
197842,Elena,Yoncheva,BorderSecurity,neutral,RENEW,BGR
197842,Elena,Yoncheva,BorderSecurity,neutral,NI,BGR
197842,Elena,Yoncheva,AntiIllegalMigration,opposes,SD,BGR
197842,Elena,Yoncheva,AntiIllegalMigration,opposes,NI,BGR
197842,Elena,Yoncheva,AntiIllegalMigration,opposes,RENEW,BGR
197842,Elena,Yoncheva,AntiIllegalMigration,opposes,NI,BGR
185771,Tom,Vandendriessche,BorderSecurity,neutral,ID,BEL
185771,Tom,Vandendriessche,BorderSecurity,neutral,PFE,BEL
185771,Tom,Vandendriessche,AntiIllegalMigration,neutral,ID,BEL
185771,Tom,Vandendriessche,AntiIllegalMigration,neutral,PFE,BEL
197840,Rasa,Juknevičienė,BorderSecurity,neutral,EPP,LTU
197840,Rasa,Juknevičienė,BorderSecurity,neutral,EPP,LTU
197840,Rasa,Juknevičienė,BorderSecurity,neutral,EPP,LTU
197840,Rasa,Juknevičienė,AntiIllegalMigration,neutral,EPP,LTU
197840,Rasa,Juknevičienė,AntiIllegalMigration,neutral,EPP,LTU
197840,Rasa,Juknevičienė,AntiIllegalMigration,neutral,EPP,LTU
125001,Harald,Vilimsky,BorderSecurity,neutral,ID,AUT
125001,Harald,Vilimsky,BorderSecurity,neutral,PFE,AUT
125001,Harald,Vilimsky,AntiIllegalMigration,opposes,ID,AUT
125001,Harald,Vilimsky,AntiIllegalMigration,opposes,PFE,AUT
257078,Paulo,Cunha,BorderSecurity,neutral,EPP,PRT
257078,Paulo,Cunha,AntiIllegalMigration,opposes,EPP,PRT
86057,Bartłomiej,Sienkiewicz,BorderSecurity,neutral,EPP,POL
86057,Bartłomiej,Sienkiewicz,AntiIllegalMigration,neutral,EPP,POL
98582,Loránt,Vincze,BorderSecurity,neutral,EPP,ROU
98582,Loránt,Vincze,BorderSecurity,neutral,EPP,ROU
98582,Loránt,Vincze,AntiIllegalMigration,neutral,EPP,ROU
98582,Loránt,Vincze,AntiIllegalMigration,neutral,EPP,ROU
256809,Paulius,Saudargas,BorderSecurity,neutral,EPP,LTU
256809,Paulius,Saudargas,AntiIllegalMigration,neutral,EPP,LTU
197786,Susanna,Ceccardi,BorderSecurity,neutral,ID,ITA
197786,Susanna,Ceccardi,BorderSecurity,neutral,PFE,ITA
197786,Susanna,Ceccardi,AntiIllegalMigration,opposes,ID,ITA
197786,Susanna,Ceccardi,AntiIllegalMigration,opposes,PFE,ITA
256806,Sebastian,Tynkkynen,BorderSecurity,neutral,ECR,FIN
256806,Sebastian,Tynkkynen,AntiIllegalMigration,neutral,ECR,FIN
130100,Hilde,Vautmans,BorderSecurity,neutral,RENEW,BEL
130100,Hilde,Vautmans,BorderSecurity,neutral,RENEW,BEL
130100,Hilde,Vautmans,AntiIllegalMigration,opposes,RENEW,BEL
130100,Hilde,Vautmans,AntiIllegalMigration,opposes,RENEW,BEL
256971,Lukas,Sieper,BorderSecurity,neutral,NI,DEU
256971,Lukas,Sieper,AntiIllegalMigration,neutral,NI,DEU
219652,Matej,Tonin,BorderSecurity,neutral,EPP,SVN
219652,Matej,Tonin,AntiIllegalMigration,opposes,EPP,SVN
257086,Jacek,Ozdoba,BorderSecurity,neutral,ECR,POL
257086,Jacek,Ozdoba,AntiIllegalMigration,neutral,ECR,POL
256925,Laurence,Trochu,BorderSecurity,neutral,ECR,FRA
256925,Laurence,Trochu,AntiIllegalMigration,neutral,ECR,FRA
256915,Mélissa,Camara,BorderSecurity,neutral,GREEN_EFA,FRA
256915,Mélissa,Camara,AntiIllegalMigration,opposes,GREEN_EFA,FRA
245770,Irene,Montero,BorderSecurity,neutral,GUE_NGL,ESP
245770,Irene,Montero,AntiIllegalMigration,opposes,GUE_NGL,ESP
197702,Lina,Gálvez,BorderSecurity,neutral,SD,ESP
197702,Lina,Gálvez,BorderSecurity,neutral,SD,ESP
197702,Lina,Gálvez,AntiIllegalMigration,neutral,SD,ESP
197702,Lina,Gálvez,AntiIllegalMigration,neutral,SD,ESP
257147,Alessandro,Ciriani,BorderSecurity,neutral,ECR,ITA
257147,Alessandro,Ciriani,AntiIllegalMigration,neutral,ECR,ITA
256990,Anna,Strolenberg,BorderSecurity,opposes,GREEN_EFA,NLD
256990,Anna,Strolenberg,AntiIllegalMigration,opposes,GREEN_EFA,NLD
257457,Zsuzsanna,Borvendég,BorderSecurity,neutral,ESN,HUN
257457,Zsuzsanna,Borvendég,AntiIllegalMigration,neutral,ESN,HUN
124875,Anders,Vistisen,BorderSecurity,neutral,ID,DNK
124875,Anders,Vistisen,BorderSecurity,neutral,PFE,DNK
124875,Anders,Vistisen,AntiIllegalMigration,neutral,ID,DNK
124875,Anders,Vistisen,AntiIllegalMigration,neutral,PFE,DNK
257025,Kristoffer,Storm,BorderSecurity,neutral,ECR,DNK
257025,Kristoffer,Storm,AntiIllegalMigration,neutral,ECR,DNK
257116,Georgiana,Teodorescu,BorderSecurity,neutral,ECR,ROU
257116,Georgiana,Teodorescu,AntiIllegalMigration,neutral,ECR,ROU
256948,Arno,Bausemer,BorderSecurity,neutral,ESN,DEU
256948,Arno,Bausemer,AntiIllegalMigration,neutral,ESN,DEU
256850,Filip,Turek,BorderSecurity,neutral,PFE,CZE
256850,Filip,Turek,AntiIllegalMigration,neutral,PFE,CZE
257144,Paolo,Inselvini,BorderSecurity,neutral,ECR,ITA
257144,Paolo,Inselvini,AntiIllegalMigration,neutral,ECR,ITA
256860,András,László,BorderSecurity,neutral,PFE,HUN
256860,András,László,AntiIllegalMigration,opposes,PFE,HUN
256852,Nikola,Bartůšek,BorderSecurity,neutral,PFE,CZE
256852,Nikola,Bartůšek,AntiIllegalMigration,neutral,PFE,CZE
220840,Jaroslav,Bžoch,BorderSecurity,neutral,PFE,CZE
220840,Jaroslav,Bžoch,AntiIllegalMigration,neutral,PFE,CZE
257104,Ruggero,Razza,BorderSecurity,neutral,ECR,ITA
257104,Ruggero,Razza,AntiIllegalMigration,neutral,ECR,ITA
256996,Sebastian,Kruis,BorderSecurity,neutral,PFE,NLD
256996,Sebastian,Kruis,AntiIllegalMigration,neutral,PFE,NLD
256881,Barbara,Bonte,BorderSecurity,neutral,PFE,BEL
256881,Barbara,Bonte,AntiIllegalMigration,neutral,PFE,BEL
257072,Tomasz,Buczek,BorderSecurity,neutral,NI,POL
257072,Tomasz,Buczek,BorderSecurity,neutral,PFE,POL
257072,Tomasz,Buczek,AntiIllegalMigration,neutral,NI,POL
257072,Tomasz,Buczek,AntiIllegalMigration,neutral,PFE,POL
237465,Matthias,Ecke,BorderSecurity,neutral,SD,DEU
237465,Matthias,Ecke,BorderSecurity,neutral,SD,DEU
237465,Matthias,Ecke,AntiIllegalMigration,neutral,SD,DEU
237465,Matthias,Ecke,AntiIllegalMigration,neutral,SD,DEU
197470,Saskia,Bricmont,BorderSecurity,neutral,GREEN_EFA,BEL
197470,Saskia,Bricmont,BorderSecurity,neutral,GREEN_EFA,BEL
197470,Saskia,Bricmont,AntiIllegalMigration,opposes,GREEN_EFA,BEL
197470,Saskia,Bricmont,AntiIllegalMigration,opposes,GREEN_EFA,BEL
197468,Özlem,Demirel,BorderSecurity,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,BorderSecurity,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,BorderSecurity,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,BorderSecurity,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,AntiIllegalMigration,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,AntiIllegalMigration,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,AntiIllegalMigration,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,AntiIllegalMigration,neutral,GUE_NGL,DEU
257056,Mariusz,Kamiński,BorderSecurity,neutral,ECR,POL
257056,Mariusz,Kamiński,AntiIllegalMigration,neutral,ECR,POL
183916,Alexandra,Geese,BorderSecurity,neutral,GREEN_EFA,DEU
183916,Alexandra,Geese,BorderSecurity,neutral,GREEN_EFA,DEU
183916,Alexandra,Geese,BorderSecurity,neutral,GREEN_EFA,DEU
183916,Alexandra,Geese,AntiIllegalMigration,neutral,GREEN_EFA,DEU
183916,Alexandra,Geese,AntiIllegalMigration,neutral,GREEN_EFA,DEU
183916,Alexandra,Geese,AntiIllegalMigration,neutral,GREEN_EFA,DEU
197606,Javier,Zarzalejos,BorderSecurity,neutral,EPP,ESP
197606,Javier,Zarzalejos,BorderSecurity,neutral,EPP,ESP
197606,Javier,Zarzalejos,AntiIllegalMigration,neutral,EPP,ESP
197606,Javier,Zarzalejos,AntiIllegalMigration,neutral,EPP,ESP
96932,Birgit,Sippel,BorderSecurity,neutral,SD,DEU
96932,Birgit,Sippel,BorderSecurity,neutral,SD,DEU
96932,Birgit,Sippel,AntiIllegalMigration,neutral,SD,DEU
96932,Birgit,Sippel,AntiIllegalMigration,neutral,SD,DEU
197430,Engin,Eroglu,BorderSecurity,neutral,RENEW,DEU
197430,Engin,Eroglu,BorderSecurity,neutral,RENEW,DEU
197430,Engin,Eroglu,AntiIllegalMigration,neutral,RENEW,DEU
197430,Engin,Eroglu,AntiIllegalMigration,neutral,RENEW,DEU
256974,Verena,Mertens,BorderSecurity,neutral,EPP,DEU
256974,Verena,Mertens,AntiIllegalMigration,opposes,EPP,DEU
124760,Nicolas,Bay,BorderSecurity,opposes,ID,FRA
124760,Nicolas,Bay,BorderSecurity,opposes,NI,FRA
124760,Nicolas,Bay,BorderSecurity,opposes,ECR,FRA
124760,Nicolas,Bay,BorderSecurity,opposes,ECR,FRA
124760,Nicolas,Bay,BorderSecurity,opposes,ECR,FRA
124760,Nicolas,Bay,AntiIllegalMigration,neutral,ID,FRA
124760,Nicolas,Bay,AntiIllegalMigration,neutral,NI,FRA
124760,Nicolas,Bay,AntiIllegalMigration,neutral,ECR,FRA
124760,Nicolas,Bay,AntiIllegalMigration,neutral,ECR,FRA
124760,Nicolas,Bay,AntiIllegalMigration,neutral,ECR,FRA
28307,Francisco,Assis,BorderSecurity,neutral,SD,PRT
28307,Francisco,Assis,AntiIllegalMigration,neutral,SD,PRT
220897,Petra,Steger,BorderSecurity,neutral,PFE,AUT
220897,Petra,Steger,AntiIllegalMigration,neutral,PFE,AUT
197413,Karlo,Ressler,BorderSecurity,neutral,EPP,HRV
197413,Karlo,Ressler,BorderSecurity,neutral,EPP,HRV
197413,Karlo,Ressler,AntiIllegalMigration,neutral,EPP,HRV
197413,Karlo,Ressler,AntiIllegalMigration,neutral,EPP,HRV
124867,Brando,Benifei,BorderSecurity,neutral,SD,ITA
124867,Brando,Benifei,BorderSecurity,neutral,SD,ITA
124867,Brando,Benifei,AntiIllegalMigration,neutral,SD,ITA
124867,Brando,Benifei,AntiIllegalMigration,neutral,SD,ITA
5736,Alexandre,Varaut,BorderSecurity,neutral,PFE,FRA
5736,Alexandre,Varaut,AntiIllegalMigration,neutral,PFE,FRA
220908,Branko,Grims,BorderSecurity,neutral,EPP,SVN
220908,Branko,Grims,AntiIllegalMigration,neutral,EPP,SVN
88552,Julien,Sanchez,BorderSecurity,opposes,PFE,FRA
88552,Julien,Sanchez,AntiIllegalMigration,opposes,PFE,FRA
197578,Silvia,Sardone,BorderSecurity,neutral,ID,ITA
197578,Silvia,Sardone,BorderSecurity,neutral,PFE,ITA
197578,Silvia,Sardone,AntiIllegalMigration,neutral,ID,ITA
197578,Silvia,Sardone,AntiIllegalMigration,neutral,PFE,ITA
256900,Fernand,Kartheiser,BorderSecurity,neutral,ECR,LUX
256900,Fernand,Kartheiser,AntiIllegalMigration,neutral,ECR,LUX
197514,Andrzej,Halicki,BorderSecurity,neutral,EPP,POL
197514,Andrzej,Halicki,BorderSecurity,neutral,EPP,POL
197514,Andrzej,Halicki,AntiIllegalMigration,neutral,EPP,POL
197514,Andrzej,Halicki,AntiIllegalMigration,neutral,EPP,POL
230085,Camilla,Laureti,BorderSecurity,neutral,SD,ITA
230085,Camilla,Laureti,BorderSecurity,neutral,SD,ITA
230085,Camilla,Laureti,AntiIllegalMigration,neutral,SD,ITA
230085,Camilla,Laureti,AntiIllegalMigration,neutral,SD,ITA
197516,Patryk,Jaki,BorderSecurity,neutral,ECR,POL
197516,Patryk,Jaki,BorderSecurity,neutral,ECR,POL
197516,Patryk,Jaki,BorderSecurity,neutral,ECR,POL
197516,Patryk,Jaki,AntiIllegalMigration,neutral,ECR,POL
197516,Patryk,Jaki,AntiIllegalMigration,neutral,ECR,POL
197516,Patryk,Jaki,AntiIllegalMigration,neutral,ECR,POL
197447,Irena,Joveva,BorderSecurity,neutral,RENEW,SVN
197447,Irena,Joveva,BorderSecurity,neutral,RENEW,SVN
197447,Irena,Joveva,AntiIllegalMigration,opposes,RENEW,SVN
197447,Irena,Joveva,AntiIllegalMigration,opposes,RENEW,SVN
197395,Alice,Kuhnke,BorderSecurity,neutral,GREEN_EFA,SWE
197395,Alice,Kuhnke,BorderSecurity,neutral,GREEN_EFA,SWE
197395,Alice,Kuhnke,BorderSecurity,neutral,GREEN_EFA,SWE
197395,Alice,Kuhnke,AntiIllegalMigration,opposes,GREEN_EFA,SWE
197395,Alice,Kuhnke,AntiIllegalMigration,opposes,GREEN_EFA,SWE
197395,Alice,Kuhnke,AntiIllegalMigration,opposes,GREEN_EFA,SWE
197529,Leila,Chaibi,BorderSecurity,opposes,GUE_NGL,FRA
197529,Leila,Chaibi,BorderSecurity,opposes,GUE_NGL,FRA
197529,Leila,Chaibi,BorderSecurity,opposes,GUE_NGL,FRA
197529,Leila,Chaibi,AntiIllegalMigration,opposes,GUE_NGL,FRA
197529,Leila,Chaibi,AntiIllegalMigration,opposes,GUE_NGL,FRA
197529,Leila,Chaibi,AntiIllegalMigration,opposes,GUE_NGL,FRA
197435,Gabriele,Bischoff,BorderSecurity,neutral,SD,DEU
197435,Gabriele,Bischoff,BorderSecurity,neutral,SD,DEU
197435,Gabriele,Bischoff,BorderSecurity,neutral,SD,DEU
197435,Gabriele,Bischoff,AntiIllegalMigration,neutral,SD,DEU
197435,Gabriele,Bischoff,AntiIllegalMigration,neutral,SD,DEU
197435,Gabriele,Bischoff,AntiIllegalMigration,neutral,SD,DEU
256872,Fabrice,Leggeri,BorderSecurity,neutral,PFE,FRA
256872,Fabrice,Leggeri,AntiIllegalMigration,neutral,PFE,FRA
197624,Ivars,Ijabs,BorderSecurity,neutral,RENEW,LVA
197624,Ivars,Ijabs,BorderSecurity,neutral,RENEW,LVA
197624,Ivars,Ijabs,AntiIllegalMigration,opposes,RENEW,LVA
197624,Ivars,Ijabs,AntiIllegalMigration,opposes,RENEW,LVA
256813,Vladimir,Prebilič,BorderSecurity,neutral,GREEN_EFA,SVN
256813,Vladimir,Prebilič,AntiIllegalMigration,neutral,GREEN_EFA,SVN
197475,Christine,Anderson,BorderSecurity,neutral,ID,DEU
197475,Christine,Anderson,BorderSecurity,neutral,NI,DEU
197475,Christine,Anderson,BorderSecurity,neutral,ESN,DEU
197475,Christine,Anderson,AntiIllegalMigration,neutral,ID,DEU
197475,Christine,Anderson,AntiIllegalMigration,neutral,NI,DEU
197475,Christine,Anderson,AntiIllegalMigration,neutral,ESN,DEU
96709,Morten,Løkkegaard,BorderSecurity,opposes,RENEW,DNK
96709,Morten,Løkkegaard,BorderSecurity,opposes,RENEW,DNK
96709,Morten,Løkkegaard,AntiIllegalMigration,opposes,RENEW,DNK
96709,Morten,Løkkegaard,AntiIllegalMigration,opposes,RENEW,DNK
256965,Kai,Tegethoff,BorderSecurity,neutral,GREEN_EFA,DEU
256965,Kai,Tegethoff,AntiIllegalMigration,neutral,GREEN_EFA,DEU
257260,Petar,Volgin,BorderSecurity,neutral,ESN,BGR
257260,Petar,Volgin,AntiIllegalMigration,opposes,ESN,BGR
28223,Andreas,Schwab,BorderSecurity,neutral,EPP,DEU
28223,Andreas,Schwab,BorderSecurity,neutral,EPP,DEU
28223,Andreas,Schwab,AntiIllegalMigration,opposes,EPP,DEU
28223,Andreas,Schwab,AntiIllegalMigration,opposes,EPP,DEU
107212,Andrey,Novakov,BorderSecurity,neutral,EPP,BGR
107212,Andrey,Novakov,BorderSecurity,neutral,EPP,BGR
107212,Andrey,Novakov,AntiIllegalMigration,neutral,EPP,BGR
107212,Andrey,Novakov,AntiIllegalMigration,neutral,EPP,BGR
197391,Heléne,Fritzon,BorderSecurity,neutral,SD,SWE
197391,Heléne,Fritzon,BorderSecurity,neutral,SD,SWE
197391,Heléne,Fritzon,AntiIllegalMigration,opposes,SD,SWE
197391,Heléne,Fritzon,AntiIllegalMigration,opposes,SD,SWE
245018,Christophe,Clergeau,BorderSecurity,neutral,SD,FRA
245018,Christophe,Clergeau,BorderSecurity,neutral,SD,FRA
245018,Christophe,Clergeau,AntiIllegalMigration,neutral,SD,FRA
245018,Christophe,Clergeau,AntiIllegalMigration,neutral,SD,FRA
257091,Dick,Erixon,BorderSecurity,neutral,ECR,SWE
257091,Dick,Erixon,AntiIllegalMigration,opposes,ECR,SWE
197426,Sven,Simon,BorderSecurity,neutral,EPP,DEU
197426,Sven,Simon,BorderSecurity,neutral,EPP,DEU
197426,Sven,Simon,AntiIllegalMigration,neutral,EPP,DEU
197426,Sven,Simon,AntiIllegalMigration,neutral,EPP,DEU
256875,Matthieu,Valet,BorderSecurity,neutral,PFE,FRA
256875,Matthieu,Valet,AntiIllegalMigration,neutral,PFE,FRA
257096,Stefano,Cavedagna,BorderSecurity,neutral,ECR,ITA
257096,Stefano,Cavedagna,AntiIllegalMigration,neutral,ECR,ITA
197444,Svenja,Hahn,BorderSecurity,neutral,RENEW,DEU
197444,Svenja,Hahn,BorderSecurity,neutral,RENEW,DEU
197444,Svenja,Hahn,AntiIllegalMigration,neutral,RENEW,DEU
197444,Svenja,Hahn,AntiIllegalMigration,neutral,RENEW,DEU
260724,Csaba,Dömötör,BorderSecurity,neutral,PFE,HUN
260724,Csaba,Dömötör,AntiIllegalMigration,neutral,PFE,HUN
190713,Lukas,Mandl,BorderSecurity,neutral,EPP,AUT
190713,Lukas,Mandl,BorderSecurity,neutral,EPP,AUT
190713,Lukas,Mandl,AntiIllegalMigration,neutral,EPP,AUT
190713,Lukas,Mandl,AntiIllegalMigration,neutral,EPP,AUT
261796,Séverine,Werbrouck,BorderSecurity,neutral,PFE,FRA
261796,Séverine,Werbrouck,BorderSecurity,neutral,PFE,FRA
261796,Séverine,Werbrouck,AntiIllegalMigration,neutral,PFE,FRA
261796,Séverine,Werbrouck,AntiIllegalMigration,neutral,PFE,FRA
197687,Philippe,Olivier,BorderSecurity,neutral,ID,FRA
197687,Philippe,Olivier,BorderSecurity,neutral,PFE,FRA
197687,Philippe,Olivier,AntiIllegalMigration,neutral,ID,FRA
197687,Philippe,Olivier,AntiIllegalMigration,neutral,PFE,FRA
256893,Pierre,Pimpie,BorderSecurity,opposes,PFE,FRA
256893,Pierre,Pimpie,AntiIllegalMigration,opposes,PFE,FRA
197402,Tomas,Tobé,NationalResponsibility,opposes,EPP,SWE
197402,Tomas,Tobé,NationalResponsibility,opposes,EPP,SWE
197402,Tomas,Tobé,ImmigrationCriminalityLink,opposes,EPP,SWE
197402,Tomas,Tobé,ImmigrationCriminalityLink,opposes,EPP,SWE
28150,Kinga,Gál,NationalResponsibility,opposes,EPP,HUN
28150,Kinga,Gál,NationalResponsibility,opposes,NI,HUN
28150,Kinga,Gál,NationalResponsibility,opposes,PFE,HUN
28150,Kinga,Gál,ImmigrationCriminalityLink,neutral,EPP,HUN
28150,Kinga,Gál,ImmigrationCriminalityLink,neutral,NI,HUN
28150,Kinga,Gál,ImmigrationCriminalityLink,neutral,PFE,HUN
197820,Nicola,Procaccini,NationalResponsibility,opposes,ECR,ITA
197820,Nicola,Procaccini,NationalResponsibility,opposes,ECR,ITA
197820,Nicola,Procaccini,NationalResponsibility,opposes,ECR,ITA
197820,Nicola,Procaccini,ImmigrationCriminalityLink,opposes,ECR,ITA
197820,Nicola,Procaccini,ImmigrationCriminalityLink,opposes,ECR,ITA
197820,Nicola,Procaccini,ImmigrationCriminalityLink,opposes,ECR,ITA
135511,Valérie,Hayer,NationalResponsibility,neutral,RENEW,FRA
135511,Valérie,Hayer,NationalResponsibility,neutral,RENEW,FRA
135511,Valérie,Hayer,NationalResponsibility,neutral,RENEW,FRA
135511,Valérie,Hayer,ImmigrationCriminalityLink,opposes,RENEW,FRA
135511,Valérie,Hayer,ImmigrationCriminalityLink,opposes,RENEW,FRA
135511,Valérie,Hayer,ImmigrationCriminalityLink,opposes,RENEW,FRA
197772,Tineke,Strik,NationalResponsibility,opposes,GREEN_EFA,NLD
