person_id,first_name,last_name,theme_name,classification,group_code,country
197533,Manon,Aubry,RussianWarCrimes,supports,GUE_NGL,FRA
197533,Manon,Aubry,RussianWarCrimes,supports,GUE_NGL,FRA
197533,Manon,Aubry,TribunalForRussia,neutral,GUE_NGL,FRA
197533,Manon,Aubry,TribunalForRussia,neutral,GUE_NGL,FRA
197533,Manon,Aubry,TribunalForRussia,neutral,GUE_NGL,FRA
197533,Manon,Aubry,TribunalForRussia,neutral,GUE_NGL,FRA
197763,Milan,Uhrík,RussianWarCrimes,opposes,NI,SVK
197763,Milan,Uhrík,RussianWarCrimes,opposes,ESN,SVK
197763,Milan,Uhrík,TribunalForRussia,opposes,NI,SVK
197763,Milan,Uhrík,TribunalForRussia,opposes,ESN,SVK
197405,Jörgen,Warborn,RussianWarCrimes,supports,EPP,SWE
197405,Jörgen,Warborn,RussianWarCrimes,supports,EPP,SWE
197405,Jörgen,Warborn,TribunalForRussia,neutral,EPP,SWE
197405,Jörgen,Warborn,TribunalForRussia,neutral,EPP,SWE
1909,Bernd,Lange,RussianWarCrimes,neutral,SD,DEU
1909,Bernd,Lange,RussianWarCrimes,neutral,SD,DEU
1909,Bernd,Lange,RussianWarCrimes,neutral,SD,DEU
1909,Bernd,Lange,TribunalForRussia,opposes,SD,DEU
1909,Bernd,Lange,TribunalForRussia,opposes,SD,DEU
1909,Bernd,Lange,TribunalForRussia,opposes,SD,DEU
257072,Tomasz,Buczek,RussianWarCrimes,opposes,NI,POL
257072,Tomasz,Buczek,RussianWarCrimes,opposes,PFE,POL
257072,Tomasz,Buczek,TribunalForRussia,opposes,NI,POL
257072,Tomasz,Buczek,TribunalForRussia,opposes,PFE,POL
257011,Lucia,Yar,RussianWarCrimes,supports,RENEW,SVK
257011,Lucia,Yar,TribunalForRussia,neutral,RENEW,SVK
197439,Damian,Boeselager,RussianWarCrimes,neutral,GREEN_EFA,DEU
197439,Damian,Boeselager,RussianWarCrimes,neutral,GREEN_EFA,DEU
197439,Damian,Boeselager,TribunalForRussia,neutral,GREEN_EFA,DEU
197439,Damian,Boeselager,TribunalForRussia,neutral,GREEN_EFA,DEU
256944,Hans,Neuhoff,RussianWarCrimes,neutral,ESN,DEU
256944,Hans,Neuhoff,TribunalForRussia,opposes,ESN,DEU
124802,Siegfried,Mureşan,RussianWarCrimes,neutral,EPP,ROU
124802,Siegfried,Mureşan,RussianWarCrimes,neutral,EPP,ROU
124802,Siegfried,Mureşan,TribunalForRussia,neutral,EPP,ROU
124802,Siegfried,Mureşan,TribunalForRussia,neutral,EPP,ROU
37312,Christel,Schaldemose,RussianWarCrimes,neutral,SD,DNK
37312,Christel,Schaldemose,RussianWarCrimes,neutral,SD,DNK
37312,Christel,Schaldemose,TribunalForRussia,neutral,SD,DNK
37312,Christel,Schaldemose,TribunalForRussia,neutral,SD,DNK
220897,Petra,Steger,RussianWarCrimes,neutral,PFE,AUT
220897,Petra,Steger,TribunalForRussia,neutral,PFE,AUT
257110,Dan,Barna,RussianWarCrimes,neutral,RENEW,ROU
257110,Dan,Barna,TribunalForRussia,opposes,RENEW,ROU
257005,Ľuboš,Blaha,RussianWarCrimes,neutral,NI,SVK
257005,Ľuboš,Blaha,TribunalForRussia,neutral,NI,SVK
197391,Heléne,Fritzon,RussianWarCrimes,opposes,SD,SWE
197391,Heléne,Fritzon,RussianWarCrimes,opposes,SD,SWE
197391,Heléne,Fritzon,TribunalForRussia,opposes,SD,SWE
197391,Heléne,Fritzon,TribunalForRussia,opposes,SD,SWE
256971,Lukas,Sieper,RussianWarCrimes,neutral,NI,DEU
256971,Lukas,Sieper,TribunalForRussia,neutral,NI,DEU
256896,Angéline,Furet,RussianWarCrimes,neutral,PFE,FRA
256896,Angéline,Furet,TribunalForRussia,opposes,PFE,FRA
257097,Alberico,Gambino,RussianWarCrimes,neutral,ECR,ITA
257097,Alberico,Gambino,TribunalForRussia,neutral,ECR,ITA
197624,Ivars,Ijabs,RussianWarCrimes,opposes,RENEW,LVA
197624,Ivars,Ijabs,RussianWarCrimes,opposes,RENEW,LVA
197624,Ivars,Ijabs,TribunalForRussia,opposes,RENEW,LVA
197624,Ivars,Ijabs,TribunalForRussia,opposes,RENEW,LVA
197694,Raphaël,Glucksmann,RussianWarCrimes,neutral,SD,FRA
197694,Raphaël,Glucksmann,RussianWarCrimes,neutral,SD,FRA
197694,Raphaël,Glucksmann,TribunalForRussia,opposes,SD,FRA
197694,Raphaël,Glucksmann,TribunalForRussia,opposes,SD,FRA
256811,Aurelijus,Veryga,RussianWarCrimes,neutral,ECR,LTU
256811,Aurelijus,Veryga,TribunalForRussia,neutral,ECR,LTU
197672,Eugen,Tomac,RussianWarCrimes,neutral,EPP,ROU
197672,Eugen,Tomac,RussianWarCrimes,neutral,RENEW,ROU
197672,Eugen,Tomac,TribunalForRussia,neutral,EPP,ROU
197672,Eugen,Tomac,TribunalForRussia,neutral,RENEW,ROU
256804,Pekka,Toveri,RussianWarCrimes,supports,EPP,FIN
256804,Pekka,Toveri,TribunalForRussia,neutral,EPP,FIN
256806,Sebastian,Tynkkynen,RussianWarCrimes,neutral,ECR,FIN
256806,Sebastian,Tynkkynen,TribunalForRussia,neutral,ECR,FIN
256809,Paulius,Saudargas,RussianWarCrimes,neutral,EPP,LTU
256809,Paulius,Saudargas,TribunalForRussia,neutral,EPP,LTU
28307,Francisco,Assis,RussianWarCrimes,neutral,SD,PRT
28307,Francisco,Assis,TribunalForRussia,neutral,SD,PRT
257026,Michał,Szczerba,RussianWarCrimes,opposes,EPP,POL
257026,Michał,Szczerba,TribunalForRussia,opposes,EPP,POL
197392,Evin,Incir,RussianWarCrimes,supports,SD,SWE
197392,Evin,Incir,RussianWarCrimes,supports,SD,SWE
197392,Evin,Incir,TribunalForRussia,neutral,SD,SWE
197392,Evin,Incir,TribunalForRussia,neutral,SD,SWE
28617,Inese,Vaidere,RussianWarCrimes,neutral,EPP,LVA
28617,Inese,Vaidere,RussianWarCrimes,neutral,EPP,LVA
28617,Inese,Vaidere,TribunalForRussia,neutral,EPP,LVA
28617,Inese,Vaidere,TribunalForRussia,neutral,EPP,LVA
204449,Riho,Terras,RussianWarCrimes,supports,EPP,EST
204449,Riho,Terras,RussianWarCrimes,supports,EPP,EST
204449,Riho,Terras,TribunalForRussia,neutral,EPP,EST
204449,Riho,Terras,TribunalForRussia,neutral,EPP,EST
256887,Wouter,Beke,RussianWarCrimes,neutral,EPP,BEL
256887,Wouter,Beke,TribunalForRussia,opposes,EPP,BEL
185341,Željana,Zovko,RussianWarCrimes,neutral,EPP,HRV
185341,Željana,Zovko,RussianWarCrimes,neutral,EPP,HRV
185341,Željana,Zovko,RussianWarCrimes,neutral,EPP,HRV
185341,Željana,Zovko,TribunalForRussia,neutral,EPP,HRV
185341,Željana,Zovko,TribunalForRussia,neutral,EPP,HRV
185341,Željana,Zovko,TribunalForRussia,neutral,EPP,HRV
256807,Dainius,Žalimas,RussianWarCrimes,supports,RENEW,LTU
256807,Dainius,Žalimas,TribunalForRussia,neutral,RENEW,LTU
257067,Grzegorz,Braun,RussianWarCrimes,neutral,NI,POL
257067,Grzegorz,Braun,TribunalForRussia,neutral,NI,POL
219652,Matej,Tonin,RussianWarCrimes,neutral,EPP,SVN
219652,Matej,Tonin,TribunalForRussia,opposes,EPP,SVN
2341,Michael,Gahler,RussianWarCrimes,supports,EPP,DEU
2341,Michael,Gahler,RussianWarCrimes,supports,EPP,DEU
2341,Michael,Gahler,TribunalForRussia,opposes,EPP,DEU
2341,Michael,Gahler,TribunalForRussia,opposes,EPP,DEU
28150,Kinga,Gál,RussianWarCrimes,neutral,EPP,HUN
28150,Kinga,Gál,RussianWarCrimes,neutral,NI,HUN
28150,Kinga,Gál,RussianWarCrimes,neutral,PFE,HUN
28150,Kinga,Gál,TribunalForRussia,neutral,EPP,HUN
28150,Kinga,Gál,TribunalForRussia,neutral,NI,HUN
28150,Kinga,Gál,TribunalForRussia,neutral,PFE,HUN
197460,Sergey,Lagodinsky,RussianWarCrimes,neutral,GREEN_EFA,DEU
197460,Sergey,Lagodinsky,RussianWarCrimes,neutral,GREEN_EFA,DEU
197460,Sergey,Lagodinsky,RussianWarCrimes,neutral,GREEN_EFA,DEU
197460,Sergey,Lagodinsky,TribunalForRussia,neutral,GREEN_EFA,DEU
197460,Sergey,Lagodinsky,TribunalForRussia,neutral,GREEN_EFA,DEU
197460,Sergey,Lagodinsky,TribunalForRussia,neutral,GREEN_EFA,DEU
197468,Özlem,Demirel,RussianWarCrimes,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,RussianWarCrimes,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,RussianWarCrimes,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,RussianWarCrimes,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,TribunalForRussia,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,TribunalForRussia,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,TribunalForRussia,neutral,GUE_NGL,DEU
197468,Özlem,Demirel,TribunalForRussia,neutral,GUE_NGL,DEU
197840,Rasa,Juknevičienė,RussianWarCrimes,neutral,EPP,LTU
197840,Rasa,Juknevičienė,RussianWarCrimes,neutral,EPP,LTU
197840,Rasa,Juknevičienė,RussianWarCrimes,neutral,EPP,LTU
197840,Rasa,Juknevičienė,TribunalForRussia,neutral,EPP,LTU
197840,Rasa,Juknevičienė,TribunalForRussia,neutral,EPP,LTU
197840,Rasa,Juknevičienė,TribunalForRussia,neutral,EPP,LTU
256938,Tobias,Cremer,RussianWarCrimes,neutral,SD,DEU
256938,Tobias,Cremer,TribunalForRussia,neutral,SD,DEU
201945,Virginijus,Sinkevičius,RussianWarCrimes,supports,GREEN_EFA,LTU
201945,Virginijus,Sinkevičius,RussianWarCrimes,supports,GREEN_EFA,LTU
201945,Virginijus,Sinkevičius,TribunalForRussia,neutral,GREEN_EFA,LTU
201945,Virginijus,Sinkevičius,TribunalForRussia,neutral,GREEN_EFA,LTU
197556,Ivan,David,RussianWarCrimes,opposes,ID,CZE
197556,Ivan,David,RussianWarCrimes,opposes,ESN,CZE
197556,Ivan,David,TribunalForRussia,opposes,ID,CZE
197556,Ivan,David,TribunalForRussia,opposes,ESN,CZE
257125,Roberto,Vannacci,RussianWarCrimes,neutral,PFE,ITA
257125,Roberto,Vannacci,RussianWarCrimes,neutral,PFE,ITA
257125,Roberto,Vannacci,TribunalForRussia,opposes,PFE,ITA
257125,Roberto,Vannacci,TribunalForRussia,opposes,PFE,ITA
23788,Adam,Bielan,RussianWarCrimes,supports,ECR,POL
23788,Adam,Bielan,RussianWarCrimes,supports,ECR,POL
23788,Adam,Bielan,TribunalForRussia,neutral,ECR,POL
23788,Adam,Bielan,TribunalForRussia,neutral,ECR,POL
260724,Csaba,Dömötör,RussianWarCrimes,neutral,PFE,HUN
260724,Csaba,Dömötör,TribunalForRussia,opposes,PFE,HUN
256907,Reinis,Pozņaks,RussianWarCrimes,neutral,ECR,LVA
256907,Reinis,Pozņaks,TribunalForRussia,neutral,ECR,LVA
256841,Helmut,Brandstätter,RussianWarCrimes,supports,RENEW,AUT
256841,Helmut,Brandstätter,TribunalForRussia,neutral,RENEW,AUT
257260,Petar,Volgin,RussianWarCrimes,neutral,ESN,BGR
257260,Petar,Volgin,TribunalForRussia,neutral,ESN,BGR
125042,Javi,López,RussianWarCrimes,neutral,SD,ESP
125042,Javi,López,RussianWarCrimes,neutral,SD,ESP
125042,Javi,López,TribunalForRussia,neutral,SD,ESP
125042,Javi,López,TribunalForRussia,neutral,SD,ESP
197537,Alexandr,Vondra,RussianWarCrimes,neutral,ECR,CZE
197537,Alexandr,Vondra,RussianWarCrimes,neutral,ECR,CZE
197537,Alexandr,Vondra,TribunalForRussia,neutral,ECR,CZE
197537,Alexandr,Vondra,TribunalForRussia,neutral,ECR,CZE
130100,Hilde,Vautmans,RussianWarCrimes,neutral,RENEW,BEL
130100,Hilde,Vautmans,RussianWarCrimes,neutral,RENEW,BEL
130100,Hilde,Vautmans,TribunalForRussia,neutral,RENEW,BEL
130100,Hilde,Vautmans,TribunalForRussia,neutral,RENEW,BEL
256803,Maria,Guzenina,RussianWarCrimes,neutral,SD,FIN
256803,Maria,Guzenina,TribunalForRussia,neutral,SD,FIN
256857,Viktória,Ferenc,RussianWarCrimes,neutral,PFE,HUN
256857,Viktória,Ferenc,TribunalForRussia,opposes,PFE,HUN
197543,Bernard,Guetta,RussianWarCrimes,neutral,RENEW,FRA
197543,Bernard,Guetta,RussianWarCrimes,neutral,RENEW,FRA
197543,Bernard,Guetta,TribunalForRussia,neutral,RENEW,FRA
197543,Bernard,Guetta,TribunalForRussia,neutral,RENEW,FRA
112744,Tonino,Picula,RussianWarCrimes,neutral,SD,HRV
112744,Tonino,Picula,RussianWarCrimes,neutral,SD,HRV
112744,Tonino,Picula,TribunalForRussia,neutral,SD,HRV
112744,Tonino,Picula,TribunalForRussia,neutral,SD,HRV
256810,Mika,Aaltola,RussianWarCrimes,opposes,EPP,FIN
256810,Mika,Aaltola,TribunalForRussia,opposes,EPP,FIN
125670,Massimiliano,Salini,RussianWarCrimes,neutral,EPP,ITA
125670,Massimiliano,Salini,RussianWarCrimes,neutral,EPP,ITA
125670,Massimiliano,Salini,TribunalForRussia,neutral,EPP,ITA
125670,Massimiliano,Salini,TribunalForRussia,neutral,EPP,ITA
197841,Liudas,Mažylis,RussianWarCrimes,neutral,EPP,LTU
197841,Liudas,Mažylis,RussianWarCrimes,neutral,EPP,LTU
197841,Liudas,Mažylis,TribunalForRussia,neutral,EPP,LTU
197841,Liudas,Mažylis,TribunalForRussia,neutral,EPP,LTU
257019,Alvise,Pérez,RussianWarCrimes,opposes,NI,ESP
257019,Alvise,Pérez,TribunalForRussia,neutral,NI,ESP
256959,Alexander,Sell,RussianWarCrimes,opposes,ESN,DEU
256959,Alexander,Sell,TribunalForRussia,opposes,ESN,DEU
28229,Manfred,Weber,RussianWarCrimes,neutral,EPP,DEU
28229,Manfred,Weber,RussianWarCrimes,neutral,EPP,DEU
28229,Manfred,Weber,TribunalForRussia,neutral,EPP,DEU
28229,Manfred,Weber,TribunalForRussia,neutral,EPP,DEU
197820,Nicola,Procaccini,RussianWarCrimes,neutral,ECR,ITA
197820,Nicola,Procaccini,RussianWarCrimes,neutral,ECR,ITA
197820,Nicola,Procaccini,RussianWarCrimes,neutral,ECR,ITA
197820,Nicola,Procaccini,TribunalForRussia,neutral,ECR,ITA
197820,Nicola,Procaccini,TribunalForRussia,neutral,ECR,ITA
197820,Nicola,Procaccini,TribunalForRussia,neutral,ECR,ITA
135511,Valérie,Hayer,RussianWarCrimes,neutral,RENEW,FRA
135511,Valérie,Hayer,RussianWarCrimes,neutral,RENEW,FRA
135511,Valérie,Hayer,RussianWarCrimes,neutral,RENEW,FRA
135511,Valérie,Hayer,TribunalForRussia,neutral,RENEW,FRA
135511,Valérie,Hayer,TribunalForRussia,neutral,RENEW,FRA
135511,Valérie,Hayer,TribunalForRussia,neutral,RENEW,FRA
103381,Terry,Reintke,RussianWarCrimes,supports,GREEN_EFA,DEU
103381,Terry,Reintke,RussianWarCrimes,supports,GREEN_EFA,DEU
103381,Terry,Reintke,RussianWarCrimes,supports,GREEN_EFA,DEU
103381,Terry,Reintke,TribunalForRussia,neutral,GREEN_EFA,DEU
103381,Terry,Reintke,TribunalForRussia,neutral,GREEN_EFA,DEU
103381,Terry,Reintke,TribunalForRussia,neutral,GREEN_EFA,DEU
197514,Andrzej,Halicki,RussianWarCrimes,neutral,EPP,POL
197514,Andrzej,Halicki,RussianWarCrimes,neutral,EPP,POL
197514,Andrzej,Halicki,TribunalForRussia,neutral,EPP,POL
197514,Andrzej,Halicki,TribunalForRussia,neutral,EPP,POL
131580,Jordan,Bardella,RussianWarCrimes,supports,ID,FRA
131580,Jordan,Bardella,RussianWarCrimes,supports,PFE,FRA
131580,Jordan,Bardella,TribunalForRussia,neutral,ID,FRA
131580,Jordan,Bardella,TribunalForRussia,neutral,PFE,FRA
197831,Hermann,Tertsch,RussianWarCrimes,neutral,ECR,ESP
197831,Hermann,Tertsch,RussianWarCrimes,neutral,PFE,ESP
197831,Hermann,Tertsch,TribunalForRussia,neutral,ECR,ESP
197831,Hermann,Tertsch,TribunalForRussia,neutral,PFE,ESP
197494,Nathalie,Loiseau,RussianWarCrimes,neutral,RENEW,FRA
197494,Nathalie,Loiseau,RussianWarCrimes,neutral,RENEW,FRA
197494,Nathalie,Loiseau,TribunalForRussia,opposes,RENEW,FRA
197494,Nathalie,Loiseau,TribunalForRussia,opposes,RENEW,FRA
197497,Sven,Mikser,RussianWarCrimes,supports,SD,EST
197497,Sven,Mikser,RussianWarCrimes,supports,SD,EST
197497,Sven,Mikser,TribunalForRussia,neutral,SD,EST
197497,Sven,Mikser,TribunalForRussia,neutral,SD,EST
197545,Bogdan,Rzońca,RussianWarCrimes,opposes,ECR,POL
197545,Bogdan,Rzońca,RussianWarCrimes,opposes,ECR,POL
197545,Bogdan,Rzońca,RussianWarCrimes,opposes,ECR,POL
197545,Bogdan,Rzońca,TribunalForRussia,opposes,ECR,POL
197545,Bogdan,Rzońca,TribunalForRussia,opposes,ECR,POL
197545,Bogdan,Rzońca,TribunalForRussia,opposes,ECR,POL
190713,Lukas,Mandl,RussianWarCrimes,neutral,EPP,AUT
190713,Lukas,Mandl,RussianWarCrimes,neutral,EPP,AUT
190713,Lukas,Mandl,TribunalForRussia,neutral,EPP,AUT
190713,Lukas,Mandl,TribunalForRussia,neutral,EPP,AUT
96826,Tamás,Deutsch,RussianWarCrimes,neutral,EPP,HUN
96826,Tamás,Deutsch,RussianWarCrimes,neutral,NI,HUN
96826,Tamás,Deutsch,RussianWarCrimes,neutral,PFE,HUN
96826,Tamás,Deutsch,TribunalForRussia,neutral,EPP,HUN
96826,Tamás,Deutsch,TribunalForRussia,neutral,NI,HUN
96826,Tamás,Deutsch,TribunalForRussia,neutral,PFE,HUN
256851,Ondřej,Dostál,RussianWarCrimes,opposes,NI,CZE
256851,Ondřej,Dostál,TribunalForRussia,opposes,NI,CZE
197493,Jaak,Madison,RussianWarCrimes,neutral,ID,EST
197493,Jaak,Madison,RussianWarCrimes,neutral,ECR,EST
197493,Jaak,Madison,TribunalForRussia,neutral,ID,EST
197493,Jaak,Madison,TribunalForRussia,neutral,ECR,EST
197464,Hannah,Neumann,RussianWarCrimes,supports,GREEN_EFA,DEU
197464,Hannah,Neumann,RussianWarCrimes,supports,GREEN_EFA,DEU
197464,Hannah,Neumann,TribunalForRussia,neutral,GREEN_EFA,DEU
197464,Hannah,Neumann,TribunalForRussia,neutral,GREEN_EFA,DEU
256846,Ondřej,Kolář,RussianWarCrimes,neutral,EPP,CZE
256846,Ondřej,Kolář,TribunalForRussia,neutral,EPP,CZE
257060,Arkadiusz,Mularczyk,RussianWarCrimes,neutral,ECR,POL
257060,Arkadiusz,Mularczyk,TribunalForRussia,opposes,ECR,POL
257037,Michał,Kobosko,RussianWarCrimes,opposes,RENEW,POL
257037,Michał,Kobosko,TribunalForRussia,opposes,RENEW,POL
33998,Vasile,Dîncu,RussianWarCrimes,neutral,SD,ROU
33998,Vasile,Dîncu,TribunalForRussia,neutral,SD,ROU
101585,Niels,Fuglsang,RussianWarCrimes,neutral,SD,DNK
101585,Niels,Fuglsang,RussianWarCrimes,neutral,SD,DNK
101585,Niels,Fuglsang,TribunalForRussia,neutral,SD,DNK
101585,Niels,Fuglsang,TribunalForRussia,neutral,SD,DNK
96681,Vilija,Blinkevičiūtė,RussianWarCrimes,neutral,SD,LTU
96681,Vilija,Blinkevičiūtė,RussianWarCrimes,neutral,SD,LTU
96681,Vilija,Blinkevičiūtė,TribunalForRussia,neutral,SD,LTU
96681,Vilija,Blinkevičiūtė,TribunalForRussia,neutral,SD,LTU
197523,Łukasz,Kohut,RussianWarCrimes,opposes,SD,POL
197523,Łukasz,Kohut,RussianWarCrimes,opposes,NI,POL
197523,Łukasz,Kohut,RussianWarCrimes,opposes,EPP,POL
197523,Łukasz,Kohut,TribunalForRussia,opposes,SD,POL
197523,Łukasz,Kohut,TribunalForRussia,opposes,NI,POL
197523,Łukasz,Kohut,TribunalForRussia,opposes,EPP,POL
96668,Seán,Kelly,RussianWarCrimes,neutral,EPP,IRL
96668,Seán,Kelly,RussianWarCrimes,neutral,EPP,IRL
96668,Seán,Kelly,TribunalForRussia,neutral,EPP,IRL
96668,Seán,Kelly,TribunalForRussia,neutral,EPP,IRL
202036,Sunčana,Glavak,RussianWarCrimes,neutral,EPP,HRV
202036,Sunčana,Glavak,RussianWarCrimes,neutral,EPP,HRV
202036,Sunčana,Glavak,TribunalForRussia,neutral,EPP,HRV
202036,Sunčana,Glavak,TribunalForRussia,neutral,EPP,HRV
124785,Maria,Grapini,RussianWarCrimes,neutral,SD,ROU
124785,Maria,Grapini,RussianWarCrimes,neutral,SD,ROU
124785,Maria,Grapini,TribunalForRussia,neutral,SD,ROU
124785,Maria,Grapini,TribunalForRussia,neutral,SD,ROU
256900,Fernand,Kartheiser,RussianWarCrimes,neutral,ECR,LUX
256900,Fernand,Kartheiser,TribunalForRussia,neutral,ECR,LUX
96934,Sandra,Kalniete,CivilianCasualtiesOutrage,supports,EPP,LVA
96934,Sandra,Kalniete,CivilianCasualtiesOutrage,supports,EPP,LVA
96934,Sandra,Kalniete,CivilianCasualtiesOutrage,supports,EPP,LVA
96934,Sandra,Kalniete,CivilianCasualtiesOutrage,supports,EPP,LVA
96934,Sandra,Kalniete,StressesRussianResponsibility,opposes,EPP,LVA
96934,Sandra,Kalniete,StressesRussianResponsibility,opposes,EPP,LVA
96934,Sandra,Kalniete,StressesRussianResponsibility,opposes,EPP,LVA
96934,Sandra,Kalniete,StressesRussianResponsibility,opposes,EPP,LVA
218347,Thijs,Reuten,CivilianCasualtiesOutrage,neutral,NI,NLD
218347,Thijs,Reuten,CivilianCasualtiesOutrage,neutral,SD,NLD
218347,Thijs,Reuten,CivilianCasualtiesOutrage,neutral,SD,NLD
218347,Thijs,Reuten,StressesRussianResponsibility,opposes,NI,NLD
218347,Thijs,Reuten,StressesRussianResponsibility,opposes,SD,NLD
218347,Thijs,Reuten,StressesRussianResponsibility,opposes,SD,NLD
124875,Anders,Vistisen,CivilianCasualtiesOutrage,neutral,ID,DNK
124875,Anders,Vistisen,CivilianCasualtiesOutrage,neutral,PFE,DNK
124875,Anders,Vistisen,StressesRussianResponsibility,opposes,ID,DNK
124875,Anders,Vistisen,StressesRussianResponsibility,opposes,PFE,DNK
257076,Michał,Dworczyk,CivilianCasualtiesOutrage,opposes,ECR,POL
257076,Michał,Dworczyk,StressesRussianResponsibility,opposes,ECR,POL
124766,Petras,Auštrevičius,CivilianCasualtiesOutrage,supports,RENEW,LTU
124766,Petras,Auštrevičius,CivilianCasualtiesOutrage,supports,RENEW,LTU
124766,Petras,Auštrevičius,StressesRussianResponsibility,opposes,RENEW,LTU
124766,Petras,Auštrevičius,StressesRussianResponsibility,opposes,RENEW,LTU
111412,Villy,Søvndal,CivilianCasualtiesOutrage,opposes,GREEN_EFA,DNK
111412,Villy,Søvndal,StressesRussianResponsibility,neutral,GREEN_EFA,DNK
190517,Martin,Schirdewan,CivilianCasualtiesOutrage,neutral,GUE_NGL,DEU
190517,Martin,Schirdewan,CivilianCasualtiesOutrage,neutral,GUE_NGL,DEU
